campaign_id,date,campaign_name,channel,impressions,clicks,conversions,spend,revenue
1024,2024-10-21 00:00:00,Holiday Promo,Instagram,15596.0,532.0,64.0,757.38,"$11,288.42"
1025,2024-09-21 00:00:00,New_Product_Launch,Google Ads,22556.0,998.0,147.0,522.0077794474258,21206.67
1026,2024-08-14 00:00:00,  back to school  , LinkedIn,41111.0,2001.0,117.0,868.57,8605.956108093771
1027,09/23/2024,SUMMER_SALE,Email,13875.0,339.0,7.0,316.93,1281.02
1028,2024-11-06 00:00:00,New_Product_Launch, Google Ads,36735.0,2442.0,363.0,854.6044699772816,33847.23607427265
1029,2024-09-16 00:00:00,summer sale,Instagram,22508.0,768.0,50.0,112.02,6164.08
1030,2024-10-24 00:00:00,new product launch, Google Ads,1481.0,79.0,6.0,$721.55,538.5709643569032
1031,"October 09, 2024",BackToSchool,Facebook,46714.0,,280.0,135.02735492114581,55740.60
1032,"October 02, 2024",New_Product_Launch,facebook,30703.0,671.0,69.0,807.1233487802507,"$4,760.80"
1033,"August 19, 2024",SUMMER_SALE, Instagram,23556.0,375.0,55.0,779.8280517244347,"$5,115.50"
1034,2024-08-29 00:00:00,Flash_Sale,Instagram,36435.0,671.0,20.0,1407.76,1755.574876811425
1035,2024-10-01 00:00:00,Flash_Sale, Instagram,38443.0,1945.0,62.0,50000,"$4,659.42"
1036,08/19/2024,Flash_Sale,google ads,35911.0,1215.0,171.0,,17600.856375791784
1037,2024-10-13 00:00:00,New_Product_Launch,Instagram,,3854.0,310.0,1764.1893864448566,"$9,571.15"
1038,11/06/2024,Holiday_Promo,LinkedIn,,595.0,46.0,487.98,"$4,918.08"
1039,17-Aug-2024,Holiday Promo, Email,49984.0,3952.0,475.0,437.50,14695.91
1040,06-Nov-2024,New_Product_Launch,facebook,25917.0,,,"$1,029.28",8004.142629608854
1041,2024-09-13 00:00:00,new product launch,facebook,18586.0,621.0,23.0,"$1,598.35",3114.48
1042,2024-09-29 00:00:00,Summer_Sale,Email,16317.0,527.0,,1777.656609060565,7138.93
1043,2024-10-07,BackToSchool,email,35699.0,1378.0,58.0,355.05,4207.39497590291
1044,29-Oct-2024,Holiday_Promo,Email,2252.0,120.0,13.0,465.28,691.3809610467612
1045,2024-09-16,Holiday_Promo, facebook,42401.0,,,1382.21,57745.34802769475
1046,"November 09, 2024",Back_to_School,Instagram,29178.0,518.0,43.0,$72.14,"$4,715.91"
1047,31-Aug-2024,New_Product_Launch,google ads,7295.0,279.0,37.0,1709.31,
1048,"November 09, 2024",  SUMMER_SALE  ,LinkedIn,16934.0,442.0,56.0,284.66,2126.92
1049,"September 16, 2024",BackToSchool,email,41757.0,509.0,65.0,,6316.410107820049
1050,"September 12, 2024",  Holiday Promo  ,LinkedIn,39304.0,,102.0,584.22,6780.98
1051,2024-09-01,flash sale, facebook,8994.0,,25.0,,2295.4258101119995
1052,11/07/2024,Flash_Sale,Facebook,6539.0,476.0,47.0,67.9342506524278,2220.7576274995963
1053,11/06/2024,summer sale,google ads,35121.0,2687.0,364.0,$938.53,"$49,293.81"
1054,2024-09-10,summer sale,facebook,1189.0,19.0,,795.8008829709673,$197.15
1055,10/16/2024,SUMMER_SALE,Facebook,46936.0,,40.0,1799.570728008987,"$7,322.84"
1056,2024-09-19,back to school,google ads,19755.0,1196.0,135.0,1300.24,19976.116800519947
1057,2024-10-03 00:00:00,FlashSale,LinkedIn,4373.0,49.0,1.0,1381.86,$42.10
1058,08-Sep-2024,Flash_Sale,LinkedIn,26471.0,1443.0,179.0,1370.48,22817.55907807693
1059,2024-09-16 00:00:00,summer sale,Instagram,22508.0,768.0,50.0,112.02,6164.080128262973
1060,2024-11-06 00:00:00,  summer sale  ,google ads,35121.0,2687.0,364.0,938.5306679321402,49293.81
1061,2024-09-12 00:00:00,Holiday_Promo,Email,49854.0,3289.0,247.0,93.82,"$18,691.76"
1062,2024-09-16 00:00:00,summer sale,facebook,17364.0,371.0,,1302.7175925023155,345.07
1063,2024-08-28,  New_Product_Launch  ,LinkedIn,,,37.0,1409.9695211313378,2980.3252563733445
1064,2024-10-31,  holiday promo  ,Email,49033.0,817.0,55.0,,
1065,03-Nov-2024,SUMMER_SALE,google ads,25951.0,781.0,,505.54,
1066,2024-10-09 00:00:00,BackToSchool,Email,24803.0,393.0,47.0,"$1,138.89",4799.533853883341
1067,02-Nov-2024,  new product launch  ,Email,4436.0,195.0,26.0,897.0690127453358,
1068,09/12/2024,new product launch, google ads,44125.0,3009.0,,1641.9521836654715,"$35,020.00"
1069,2024-10-12 00:00:00,BackToSchool,LinkedIn,47732.0,1221.0,87.0,"$1,789.20",4778.285312825057
1070,"August 13, 2024",Flash_Sale,email,33088.0,2485.0,83.0,1413.03,5159.915926366433
1071,"September 25, 2024",FlashSale,Google Ads,48327.0,2229.0,307.0,1164.07,43765.63
1072,2024-09-20,summer sale,email,11647.0,861.0,74.0,1027.96,12262.553351402032
1073,2024-09-03,New_Product_Launch, Facebook,14918.0,207.0,26.0,$150.69,860.63
1074,17-Oct-2024,New_Product_Launch,Email,36367.0,2142.0,154.0,$475.15,21507.52
1075,07-Oct-2024,Flash_Sale,email,20978.0,,40.0,1201.0751379038752,3022.83
1076,"October 09, 2024",back to school,facebook,16229.0,636.0,50.0,1981.1655610164653,"$1,502.02"
1077,01-Sep-2024,Flash_Sale,email,23299.0,1749.0,218.0,1285.14,38836.32947235682
1078,2024-08-15 00:00:00,New_Product_Launch,email,22852.0,452.0,55.0,$443.17,"$3,180.18"
1079,2024-10-19,Flash_Sale,Facebook,30320.0,,146.0,575.3540509071169,10439.195462189755
1080,2024-09-18,back to school,google ads,33352.0,1680.0,141.0,430.7238262061868,"$21,547.18"
1081,25-Sep-2024,summer sale,email,22271.0,778.0,43.0,1108.2573621585846,"$2,320.16"
1082,"August 21, 2024",Summer_Sale, google ads,29699.0,1063.0,85.0,,3080.07
1083,10-Nov-2024,Flash_Sale,LinkedIn,49845.0,3138.0,,426.61,
1084,2024-10-24,Summer_Sale,Email,29831.0,1265.0,127.0,1508.3496279798455,4562.738809448279
1085,"October 29, 2024",SUMMER_SALE,LinkedIn,39258.0,1638.0,144.0,909.4873565295449,"$14,130.68"
1086,2024-11-07 00:00:00,flash sale, google ads,42914.0,1533.0,83.0,$525.78,16219.178927557008
1087,"November 09, 2024",FlashSale,Facebook,27531.0,626.0,73.0,879.0539552579272,
1088,2024-09-10 00:00:00,flash sale,Google Ads,38220.0,1448.0,144.0,"$1,288.43",5429.04
1089,2024-08-20,  flash sale  ,LinkedIn,23677.0,1216.0,29.0,,4925.42
1090,2024-09-10 00:00:00,  back to school  ,Google Ads,47645.0,586.0,38.0,1286.99,5537.357217043793
1091,2024-09-29 00:00:00,Summer Sale,google ads,7469.0,580.0,,$439.04,"$10,085.53"
1092,"August 28, 2024",Back_to_School,Instagram,,910.0,132.0,"$1,692.13","$22,772.10"
1093,30-Sep-2024,Summer Sale,facebook,28529.0,2111.0,,797.12013008652,18559.91
1094,23-Sep-2024,Summer_Sale,Google Ads,40144.0,1401.0,190.0,301.06,16362.21427991802
1095,08/25/2024,BackToSchool,email,6644.0,410.0,20.0,786.571328043775,"$2,416.71"
1096,2024-09-30 00:00:00,Holiday Promo,google ads,37455.0,975.0,,$891.48,7618.924157250765
1097,08/27/2024,holiday promo,facebook,5425.0,86.0,,101.74,243.38
1098,2024-09-08 00:00:00,SUMMER_SALE, Email,43956.0,1170.0,84.0,981.54,"$3,703.69"
1099,2024-09-30 00:00:00,back to school,Email,,1922.0,212.0,580.6830175984272,27631.91
1100,2024-11-06,  Flash_Sale  , Instagram,39727.0,2208.0,,780.148970954823,11054.915348493207
1101,17-Sep-2024,Flash_Sale,google ads,,1670.0,159.0,1282.92,5123.94
1102,"November 04, 2024",  New_Product_Launch  , Email,,385.0,,,3214.6050088223255
1103,"August 21, 2024",flash sale,facebook,,2403.0,346.0,1731.1488536676286,57995.735515317334
1104,2024-10-30 00:00:00,new product launch,email,7359.0,384.0,32.0,1102.7282423700317,"$3,605.78"
1105,04-Nov-2024,holiday promo, Instagram,7183.0,356.0,19.0,1763.3284733925582,3145.686049790378
1106,2024-09-11 00:00:00,flash sale,Facebook,2605.0,70.0,2.0,$413.81,$156.93
1107,2024-08-20,flash sale, LinkedIn,23677.0,1216.0,29.0,122.83,4925.42
1108,2024-10-15 00:00:00,FlashSale,Facebook,19711.0,653.0,59.0,1165.9703148831347,"$11,602.73"
1109,"August 19, 2024",Holiday_Promo,Facebook,26826.0,1574.0,46.0,374.1200922230432,"$3,075.45"
1110,2024-10-02 00:00:00,BackToSchool, LinkedIn,48190.0,,488.0,"$1,740.64","$48,486.39"
1111,28-Oct-2024,new product launch,google ads,,523.0,68.0,,7944.2388177966595
1112,"August 31, 2024",Back_to_School,facebook,27641.0,1353.0,191.0,"$1,407.26",24239.89
1113,"October 24, 2024",holiday promo,Facebook,27144.0,1142.0,103.0,1885.86,9850.657187891558
1114,2024-09-05 00:00:00,SUMMER_SALE, facebook,42555.0,2887.0,177.0,1796.270295567591,"$17,021.08"
1115,21-Oct-2024,flash sale,Email,11457.0,584.0,50.0,1242.3357590975634,1653.9365624771442
1116,2024-08-15,BackToSchool,Google Ads,28480.0,865.0,86.0,$322.01,6851.15
1117,2024-10-25,flash sale,Email,2802.0,94.0,3.0,"$1,853.15",537.44
1118,18-Aug-2024,Holiday_Promo,google ads,2062.0,33.0,2.0,,
1119,2024-09-09 00:00:00,FlashSale, Instagram,,242.0,27.0,1718.61,"$4,620.71"
1120,2024-09-11 00:00:00,SUMMER_SALE,email,2015.0,73.0,9.0,1975.1884521641416,500.14
1121,10/20/2024,back to school,Facebook,37631.0,926.0,99.0,749.36,"$7,247.57"
1122,2024-10-10 00:00:00,Holiday_Promo, Facebook,14859.0,817.0,91.0,1825.72,12395.056863039094
1123,"August 21, 2024",Holiday_Promo,facebook,24576.0,1198.0,57.0,1895.079358619296,9280.758729065954
1124,2024-09-17,Summer Sale, Email,15388.0,528.0,,1180.3173722198899,"$2,113.58"
1125,2024-11-01 00:00:00,FlashSale,Facebook,17282.0,220.0,27.0,1274.4057595072702,1185.27
1126,09/11/2024,SUMMER_SALE,Google Ads,3368.0,50.0,3.0,149.00,$542.17
1127,2024-11-07,flash sale,Email,15663.0,919.0,24.0,1088.57,"$4,645.46"
1128,"October 07, 2024",Back_to_School,Facebook,46162.0,3437.0,96.0,589.9114138870473,"$16,037.20"
1129,2024-10-21,summer sale,google ads,20856.0,927.0,49.0,$945.31,"$9,633.67"
1130,2024-09-01,back to school,Email,25285.0,1654.0,159.0,986.09,16137.08209731698
1131,08-Sep-2024,New_Product_Launch,Instagram,47185.0,1538.0,189.0,,19774.15
1132,2024-10-19,flash sale,LinkedIn,6258.0,149.0,16.0,"$1,590.84",2128.211131404351
1133,"August 16, 2024",Holiday Promo,Email,17984.0,1284.0,,"$1,642.37",9523.42
1134,2024-09-14 00:00:00,summer sale,Facebook,5854.0,273.0,30.0,1603.1199625640606,3242.67
1135,2024-10-10 00:00:00,BackToSchool,Instagram,,1623.0,236.0,,24069.654205401715
1136,2024-08-22,new product launch,google ads,14403.0,,55.0,"$1,360.45",4718.23
1137,"September 30, 2024",BackToSchool,google ads,17482.0,1366.0,77.0,645.46,"$8,666.68"
1138,03-Oct-2024,Summer Sale,email,23350.0,1569.0,83.0,$383.23,11924.56
1139,2024-08-25 00:00:00,SUMMER_SALE,Facebook,42090.0,481.0,70.0,1673.26,"$4,626.84"
1140,2024-09-17,  Holiday_Promo  ,google ads,27665.0,1393.0,77.0,1130.647104905797,10837.092883525904
1141,"August 31, 2024",flash sale,LinkedIn,31355.0,574.0,20.0,1315.960089126324,3136.5525895024393
1142,"August 28, 2024",Summer Sale,facebook,38573.0,3038.0,409.0,1221.56,
1143,2024-10-23 00:00:00,Holiday_Promo,google ads,,337.0,50.0,501.76,
1144,2024-10-13 00:00:00,flash sale, facebook,29470.0,1370.0,42.0,"$1,918.43",6674.921835572166
1145,"September 23, 2024",SUMMER_SALE,Instagram,,798.0,98.0,,17113.119483874136
1146,20-Aug-2024,  BackToSchool  ,Email,33970.0,,62.0,1616.12,6816.97
1147,"August 12, 2024",Holiday_Promo,Email,24483.0,453.0,,,7014.209797428933
1148,09-Oct-2024,  BackToSchool  ,Email,2678.0,168.0,8.0,,634.06
1149,2024-09-04 00:00:00,  holiday promo  ,google ads,43356.0,2548.0,178.0,1487.3463763938876,33035.60
1150,10-Oct-2024,FlashSale,email,26150.0,1020.0,134.0,1849.77,14628.648786422566
1151,2024-09-25 00:00:00,  summer sale  ,Instagram,29173.0,2128.0,215.0,"$1,102.57",22486.117885443793
1152,"October 15, 2024",SUMMER_SALE,Email,,566.0,62.0,,
1153,18-Aug-2024,  Holiday_Promo  , Email,34434.0,1953.0,82.0,424.96,3029.708510754715
1154,2024-10-22 00:00:00,holiday promo,Instagram,15178.0,347.0,16.0,772.42,"$1,797.90"
1155,25-Oct-2024,Summer_Sale,email,2531.0,44.0,3.0,"$1,088.60",$213.66
1156,"October 22, 2024",summer sale,email,36240.0,1218.0,166.0,1234.732683472467,11875.65
1157,10/06/2024,flash sale,email,,267.0,36.0,$798.59,4406.54
1158,11-Oct-2024,  New_Product_Launch  , google ads,34039.0,2422.0,358.0,"$1,548.13",36165.28636270393
1159,2024-08-15,  Flash_Sale  ,google ads,16795.0,,147.0,1217.3840441842215,8308.90582465649
1160,08/30/2024,new product launch,LinkedIn,48011.0,535.0,46.0,$491.67,"$6,425.25"
1161,07-Sep-2024,back to school,email,30723.0,777.0,57.0,,4852.903253541104
1162,2024-10-01 00:00:00,  Flash_Sale  ,LinkedIn,,1964.0,216.0,"$1,723.80","$18,449.21"
1163,2024-10-18,  Summer Sale  ,Email,5142.0,303.0,11.0,,
1164,2024-10-09 00:00:00,New_Product_Launch,google ads,39565.0,2515.0,83.0,702.0074820554403,3555.352463272877
1165,"October 19, 2024",  New_Product_Launch  ,Instagram,27212.0,446.0,62.0,316.79633029197475,
1166,2024-10-06,  Back_to_School  ,facebook,10524.0,352.0,,59.03244485897557,3727.88
1167,2024-10-26,back to school,Google Ads,20531.0,1018.0,41.0,$284.32,3612.90
1168,09/29/2024,back to school,email,10996.0,517.0,73.0,1607.6273097586475,14574.362311718718
1169,"November 09, 2024",Flash_Sale,Email,11230.0,816.0,50.0,264.60,3437.448881606504
1170,"September 09, 2024",SUMMER_SALE,Instagram,9792.0,759.0,94.0,,4380.800381822014
1171,2024-09-12 00:00:00,Summer_Sale,Google Ads,,1937.0,50.0,$263.46,4828.86
1172,"October 24, 2024",Holiday Promo,email,20115.0,1098.0,148.0,970.8191040658011,7448.99
1173,12-Aug-2024,BackToSchool,LinkedIn,35008.0,2077.0,203.0,946.3789498842057,8710.46
1174,2024-11-09,FlashSale,Facebook,27531.0,626.0,73.0,$879.05,4770.556036194223
1175,10/27/2024,FlashSale,Google Ads,11729.0,,,"$1,409.18",14493.962544947433
1176,"September 15, 2024",Holiday_Promo,Instagram,47576.0,1321.0,68.0,"$1,407.79",10273.85
1177,09/08/2024,SUMMER_SALE,email,41545.0,2257.0,,226.06505160609618,34744.29
1178,04-Nov-2024,SUMMER_SALE,Google Ads,35387.0,984.0,106.0,"$1,532.44",13913.41
1179,2024-09-27 00:00:00,summer sale,Instagram,,124.0,,363.481797294201,2366.761517403368
1180,2024-09-18,Flash_Sale,facebook,1206.0,48.0,1.0,260.3882826369437,35.34296156674482
1181,2024-09-24 00:00:00,Holiday Promo,facebook,7254.0,137.0,5.0,$346.21,$268.00
1182,12-Sep-2024,Holiday_Promo,Email,49854.0,3289.0,247.0,$93.82,18691.76
1183,"August 18, 2024",  Holiday_Promo  ,google ads,8158.0,275.0,17.0,1465.61,"$3,102.65"
1184,2024-09-20 00:00:00,Summer Sale,Google Ads,7229.0,238.0,8.0,1786.528197442795,
1185,"October 31, 2024",new product launch,google ads,1190.0,37.0,,573.5259709358058,
1186,2024-10-11 00:00:00,Holiday_Promo,Facebook,44861.0,,100.0,"$1,153.26",19751.24430810949
1187,2024-10-04,Summer Sale, facebook,34595.0,1781.0,,"$1,841.56",
1188,"September 02, 2024",new product launch,facebook,49136.0,3110.0,312.0,247.19,13821.024996339464
1189,2024-08-24,summer sale,facebook,,2101.0,231.0,321.69633609145757,30665.47
1190,2024-08-13 00:00:00,back to school,google ads,13763.0,920.0,137.0,1993.4418322941156,17046.004423485192
1191,07-Nov-2024,new product launch,facebook,2636.0,78.0,1.0,1238.65,
1192,"November 03, 2024",SUMMER_SALE,Facebook,46368.0,1184.0,59.0,1360.1908500175205,"$1,967.70"
1193,06-Oct-2024,  SUMMER_SALE  ,Email,13254.0,880.0,92.0,1399.9393008098123,16041.42
1194,2024-09-29,  summer sale  ,google ads,2016.0,155.0,20.0,,2434.95
1195,2024-08-27 00:00:00,new product launch,LinkedIn,8805.0,145.0,6.0,"$1,872.50",831.04
1196,"November 09, 2024",BackToSchool,facebook,49770.0,1798.0,99.0,1305.7991093160808,9849.00
1197,2024-09-20 00:00:00,new product launch,facebook,48030.0,1323.0,58.0,,"$5,963.18"
1198,2024-09-12 00:00:00,Back_to_School,Facebook,19227.0,1458.0,104.0,1059.6151335285863,17930.714672441558
1199,"August 28, 2024",  FlashSale  ,Facebook,30749.0,,91.0,1664.34,6930.768907731406
1200,2024-10-23 00:00:00,  Holiday Promo  ,google ads,10903.0,630.0,18.0,1709.85,2055.1483726627616
1201,2024-08-19,Holiday_Promo,Instagram,5853.0,11706.0,9.0,$576.33,1095.9594517295359
1202,"October 25, 2024",Back_to_School,google ads,43874.0,1655.0,196.0,"$1,407.24",11007.81
1203,2024-10-09,Flash_Sale, Email,19017.0,239.0,8.0,$76.66,342.48832207934873
1204,2024-11-10 00:00:00,flash sale,Facebook,21609.0,467.0,54.0,211.45740245399662,7156.936364901443
1205,"August 24, 2024",  SUMMER_SALE  ,google ads,,974.0,105.0,$714.22,7803.40
1206,2024-08-18,Holiday_Promo,google ads,8158.0,275.0,17.0,1465.61,3102.6486512629476
1207,10/15/2024,holiday promo, facebook,39765.0,1097.0,61.0,454.09,10937.148321759223
1208,2024-10-26,holiday promo, facebook,10435.0,137.0,3.0,1718.148138821464,448.87
1209,21-Aug-2024,SUMMER_SALE,Google Ads,30899.0,346.0,41.0,"$1,623.48",3643.7411179931237
1210,"August 25, 2024",Holiday Promo,facebook,,2113.0,66.0,846.4837654878625,6161.565160878163
1211,2024-08-12 00:00:00,Summer_Sale,Instagram,26053.0,1890.0,231.0,345.7660154788648,19171.325602331177
1212,11/04/2024,summer sale,Instagram,28532.0,2104.0,267.0,"$1,902.11","$40,950.41"
1213,"October 20, 2024",new product launch,Facebook,47391.0,915.0,100.0,"$1,696.66",
1214,"October 26, 2024",Flash_Sale,google ads,6311.0,,50.0,"$1,242.72","$1,560.06"
1215,2024-09-19,  holiday promo  ,Google Ads,36840.0,2611.0,,1202.987099702612,"$22,305.34"
1216,2024-09-04 00:00:00,New_Product_Launch,LinkedIn,21662.0,829.0,78.0,1617.7551098317504,9479.20
1217,"August 23, 2024",Flash_Sale,Google Ads,10348.0,637.0,57.0,,"$11,096.24"
1218,09/26/2024,Flash_Sale,Instagram,21358.0,390.0,43.0,1276.44,7704.32
1219,2024-10-01 00:00:00,Holiday Promo,Google Ads,16023.0,289.0,21.0,1600.92,"$3,289.88"
1220,04-Oct-2024,SUMMER_SALE,google ads,14081.0,208.0,26.0,$902.53,
1221,2024-08-23,holiday promo,email,39356.0,1812.0,266.0,$945.03,
1222,2024-09-02 00:00:00,SUMMER_SALE,LinkedIn,14490.0,396.0,37.0,372.75096898454893,1323.0999179510825
1223,28-Aug-2024,Back_to_School,Instagram,24833.0,,132.0,1692.13,22772.096133717932
1224,"August 18, 2024",Summer Sale,LinkedIn,42124.0,837.0,,681.78,2686.635152493563
1225,"August 29, 2024",back to school,google ads,18029.0,,58.0,1284.5412235470228,"$6,613.54"
1226,2024-11-06 00:00:00,back to school,Instagram,20019.0,731.0,102.0,1457.11,3893.9611263372803
1227,2024-09-11 00:00:00,  flash sale  ,Facebook,2605.0,70.0,2.0,413.81,156.932357355908
1228,2024-09-10,back to school,Email,1009.0,48.0,4.0,443.3744015439599,$585.51
1229,2024-09-30 00:00:00,Holiday_Promo,Google Ads,16896.0,1237.0,128.0,1401.69,4962.7247528935295
1230,25-Aug-2024,flash sale, Google Ads,32480.0,2143.0,92.0,"$1,322.85","$6,485.18"
1231,30-Sep-2024,Holiday Promo,google ads,37455.0,975.0,88.0,891.48,7618.92
1232,2024-09-23,  summer sale  , Google Ads,41158.0,455.0,64.0,1027.0277736347555,7788.42663859268
1233,25-Oct-2024,Summer_Sale,Google Ads,35620.0,1160.0,29.0,1853.05,5401.240476323791
1234,2024-09-25,  Summer_Sale  ,Google Ads,4430.0,206.0,23.0,56.53,
1235,2024-09-06 00:00:00,Back_to_School, facebook,42949.0,2684.0,126.0,1801.21,8174.091099124594
1236,10/26/2024,  back to school  ,Google Ads,20531.0,1018.0,41.0,284.32,3612.90
1237,08/12/2024,Summer Sale,Instagram,42459.0,1128.0,155.0,,
1238,2024-10-15,Summer_Sale,Email,19589.0,1503.0,208.0,,6786.545960460751
1239,2024-09-01 00:00:00,Holiday Promo,google ads,8214.0,,17.0,1214.684441239165,2027.341037486175
1240,"October 30, 2024",Holiday Promo,Google Ads,41080.0,1215.0,89.0,1225.424669945432,6769.59
1241,11/07/2024,flash sale, google ads,42914.0,,83.0,$525.78,16219.178927557008
1242,16-Sep-2024,Back_to_School,google ads,13219.0,1025.0,37.0,1475.19,"$7,012.16"
1243,2024-09-25 00:00:00,FlashSale,Google Ads,48327.0,2229.0,307.0,1164.07,43765.63
1244,08/21/2024,  Holiday_Promo  ,google ads,24524.0,1491.0,176.0,786.81,12493.258183302585
1245,"August 22, 2024",summer sale, Instagram,4561.0,160.0,5.0,1733.05,679.8034078034243
1246,2024-08-20 00:00:00,SUMMER_SALE,facebook,14500.0,893.0,82.0,1242.8554551569869,
1247,2024-09-24 00:00:00,Summer Sale, facebook,34763.0,1802.0,251.0,222.56,15892.59
1248,10/18/2024,BackToSchool, LinkedIn,47760.0,1065.0,23.0,1013.09,1389.1967930553956
1249,10/02/2024,BackToSchool,email,,305.0,22.0,611.4627521276659,2959.9139841909273
1250,08/17/2024,SUMMER_SALE,google ads,14773.0,1025.0,116.0,$510.17,8529.67
1251,"August 17, 2024",  Summer Sale  ,Google Ads,28952.0,363.0,29.0,1151.440209862102,1193.9435923817773
1252,2024-09-30 00:00:00,  SUMMER_SALE  ,Instagram,49594.0,,68.0,,8939.50
1253,08-Sep-2024,SUMMER_SALE,email,41545.0,2257.0,,226.07,"$34,744.29"
1254,2024-08-22 00:00:00,  Holiday Promo  ,Google Ads,26510.0,1109.0,97.0,1306.8659687203533,13631.259608808832
1255,10/30/2024,SUMMER_SALE,Google Ads,10155.0,256.0,36.0,"$1,583.37",1627.1953341510282
1256,"September 26, 2024",back to school,Google Ads,43563.0,1518.0,158.0,985.1850984207879,20431.598159422585
1257,2024-10-24,holiday promo,Facebook,27144.0,1142.0,103.0,1885.86,
1258,"October 11, 2024",New_Product_Launch, Google Ads,40051.0,722.0,71.0,612.8295788184987,9145.55
1259,15-Oct-2024,back to school,google ads,20623.0,560.0,22.0,362.7802053936406,1909.1932065071894
1260,"November 05, 2024",SUMMER_SALE,facebook,,1382.0,161.0,$891.74,
1261,11/07/2024,Back_to_School,Google Ads,23399.0,1452.0,165.0,650.718544112159,20168.253467064926
1262,10/29/2024,flash sale,Facebook,21530.0,1325.0,3975.0,"$1,854.86",19942.18361693736
1263,09/25/2024,Back_to_School,Facebook,46543.0,,165.0,$271.44,"$23,787.63"
1264,2024-08-18 00:00:00,Holiday_Promo,google ads,2062.0,33.0,2.0,162.24,246.84
1265,"October 21, 2024",  Flash_Sale  ,LinkedIn,49747.0,2666.0,82.0,150.77935627878503,"$9,867.08"
1266,2024-09-15 00:00:00,FlashSale, facebook,,2371.0,212.0,979.41,"$36,582.52"
1267,09/27/2024,holiday promo,facebook,33154.0,2058.0,50.0,"$1,161.28",7980.89882879587
1268,"September 21, 2024",Summer_Sale,Google Ads,18312.0,469.0,68.0,73.70122564514186,13251.80
1269,08/15/2024,new product launch,Instagram,5324.0,419.0,14.0,825.8184181391962,"$2,727.34"
1270,15-Aug-2024,BackToSchool, Google Ads,28480.0,865.0,86.0,$322.01,6851.1547615848895
